PropertyID,Area,Plate,Module,HousingName,Issue,Fromusername,PropertyType,Zipcode,Location,UpdateTime,OtherAddress,SamplePro,Street,Scenery,East,South,West,North,BuildYear,Address,ProAttribute,Committee,School,UnlikeReason,ProcessFlg,DeleteFlg,UpdateUser
11080,浦东,洋泾,内环内,巨野新村,NULL,NULL,住宅,200135,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11081,浦东,洋泾,内环内,巨野小区,NULL,NULL,住宅,200135,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11082,浦东,洋泾,内环内,金淙苑,NULL,NULL,住宅,200135,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11083,浦东,洋泾,内环内,海防新村,NULL,NULL,住宅,200135,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11084,浦东,洋泾,内环内,亚龙酒店公寓,,,商住楼,200135,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11085,浦东,洋泾,内环内,名门世家,NULL,NULL,住宅,200135,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11086,浦东,洋泾,内环内,博山小区,NULL,NULL,住宅,200135,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11087,浦东,洋泾,内环内,名门河滨花园,NULL,NULL,住宅,200135,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11089,浦东,洋泾,内环内,海光大楼,NULL,NULL,住宅,200135,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11090,浦东,塘桥,内环内,京城大厦,,,住宅,201318,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11091,浦东,塘桥,内环内,乔顿花园,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11093,浦东,塘桥,内环内,潍坊一村,NULL,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11094,浦东,塘桥,内环内,黄浦大楼,,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11095,浦东,塘桥,内环内,潍坊四村,NULL,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11096,浦东,塘桥,内环内,微山新村,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11097,浦东,塘桥,内环内,微山二村,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11098,浦东,塘桥,内环内,东方天伦大厦,,,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11099,浦东,塘桥,内环内,茂兴大厦,,,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11100,浦东,塘桥,内环内,雍江星座,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11101,浦东,塘桥,内环内,家化滨江苑,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11102,浦东,塘桥,内环内,东方金座,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11103,浦东,塘桥,内环内,锦南花苑,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11104,浦东,塘桥,内环内,澳丽花苑,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11105,浦东,塘桥,内环内,东源大楼,NULL,NULL,待定,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11107,浦东,塘桥,内环内,志豪公寓,,,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11108,浦东,塘桥,内环内,达天下,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11109,浦东,塘桥,内环内,国地公寓,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11110,浦东,塘桥,内环内,浦东南路2192弄,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11111,浦东,塘桥,内环内,宏润公寓,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11112,浦东,塘桥,内环内,海运新村,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11113,浦东,塘桥,内环内,众城商厦,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11114,浦东,塘桥,内环内,滨江国际,,,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11115,浦东,塘桥,内环内,东港公寓,,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11116,浦东,塘桥,内环内,众盛公寓,NULL,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11117,浦东,塘桥,内环内,潍坊八村,NULL,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11118,浦东,塘桥,内环内,浦建小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11119,浦东,塘桥,内环内,南泉小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11120,浦东,塘桥,内环内,峨山小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11121,浦东,塘桥,内环内,杨东小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11122,浦东,塘桥,内环内,康乐花园,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11123,浦东,塘桥,内环内,盛族家园,NULL,NULL,综合社区,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11124,浦东,塘桥,内环内,东南华庭,NULL,滨江国际,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11125,浦东,塘桥,内环内,龙阳小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11126,浦东,塘桥,内环内,蓝高小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11127,浦东,塘桥,内环内,仕嘉名苑,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11128,浦东,塘桥,内环内,蓝村小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11130,浦东,塘桥,内环内,文兰小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11131,浦东,塘桥,内环内,新都花园,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11132,浦东,塘桥,内环内,方圆公寓,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11133,浦东,塘桥,内环内,怡东花园,NULL,NULL,综合社区,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11134,浦东,塘桥,内环内,宁阳小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11135,浦东,塘桥,外郊环,御水豪庭,,,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11136,浦东,塘桥,内环内,胡木小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11137,浦东,塘桥,内环内,浦东航运小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11138,浦东,塘桥,内环内,南泉公寓,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11139,浦东,塘桥,内环内,峨山路380弄,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11140,浦东,塘桥,内环内,港驳小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11141,浦东,塘桥,内环内,峨海小区,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11142,浦东,塘桥,内环内,申能秀庭,,,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11143,浦东,塘桥,内环内,众城大厦,,,写字楼,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11144,浦东,塘桥,内环内,裕安大厦,,,写字楼,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11145,浦东,塘桥,内环内,东方明珠国际公寓,,,住宅,200125,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11146,浦东,塘桥,内环内,贵龙园,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11147,浦东,塘桥,内环内,中星春之声公寓,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11148,浦东,塘桥,内环内,金龙花园,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11149,浦东,塘桥,内环内,嘉德公寓,,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11150,浦东,塘桥,内环内,王家宅,NULL,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11151,浦东,塘桥,内环内,东方汇景苑,NULL,NULL,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11152,浦东,花木,内环内,玉兰路71弄,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11153,浦东,花木,内环内,银良公寓,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11154,浦东,花木,内环内,兰花小区,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11155,浦东,花木,内环内,瑞达新苑,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11157,浦东,花木,内环内,樱花坊,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11158,浦东,花木,内环内,花木新村,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11159,浦东,花木,内环内,金桂小区,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11160,浦东,花木,内环内,牡丹小区,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11161,浦东,花木,内环内,花木九街坊,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11162,浦东,花木,内环内,建华新苑,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11163,浦东,花木,内环内,建华世纪公寓,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11164,浦东,花木,内环内,瑞达苑,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11165,浦东,花木,内环内,天合金桂家园,,,住宅,200135,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11166,浦东,花木,内环内,金色维也纳,,,综合社区,200135,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11167,浦东,花木,内环内,香梅花园,一期|二期|三期|四期,|||,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11168,浦东,花木,内环内,广洋新景苑,,,综合社区,200135,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11169,浦东,花木,内环内,四季全景台花苑,NULL,NULL,综合社区,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11170,浦东,花木,内环内,花木路828弄,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11171,浦东,花木,内环内,建华小区,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11172,浦东,花木,内环内,绿缘公寓,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11173,浦东,花木,内环内,花木苑,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11174,浦东,花木,内环内,御翠园,一期|二期|三期|四期|六期|七期,|||||,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11175,浦东,花木,内环内,海桐路68弄,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11176,浦东,花木,内环内,海桐苑,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11177,浦东,花木,内环内,丽晶博园,,,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11178,浦东,花木,内环内,梅花小区,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11179,浦东,花木,内环内,新领地,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11180,浦东,花木,内环内,陆家嘴中央公寓,,,住宅,200127,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11181,浦东,花木,内环内,环龙新纪园,NULL,NULL,住宅,201204,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11182,浦东,花木,内环内,大唐盛世花园,一期|二期|三期,||大唐国际公寓,住宅,201204,NULL,2016/12/28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11183,浦东,陆家嘴,内环内,东明广场,,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11184,浦东,陆家嘴,内环内,爵士大厦,,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11185,浦东,陆家嘴,内环内,久阳滨江公寓,,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11186,浦东,陆家嘴,内环内,世茂滨江花园,,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11187,浦东,陆家嘴,内环内,华飞潍坊公寓,,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11188,浦东,陆家嘴,内环内,竹园新村,,,综合社区,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11189,浦东,陆家嘴,内环内,申金大厦,NULL,NULL,住宅,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11190,浦东,陆家嘴,内环内,菊园,NULL,汇豪天下,住宅,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11191,浦东,陆家嘴,内环内,乳山三村,NULL,NULL,住宅,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11192,浦东,陆家嘴,内环内,乳山新村,,,住宅,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11193,浦东,陆家嘴,内环内,荣城大厦,,,商住楼,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11194,浦东,陆家嘴,内环内,荣城花苑,NULL,NULL,住宅,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11195,浦东,陆家嘴,内环内,仁恒滨江园,,,住宅,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11196,浦东,陆家嘴,内环内,财富海景花园,,,住宅,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11198,浦东,陆家嘴,内环内,邦臣万源酒店式公寓,,万源晶典,商住楼,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11199,浦东,陆家嘴,内环内,裕景国际商务广场,NULL,NULL,写字楼,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11200,浦东,陆家嘴,内环内,南泉大楼,NULL,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11201,浦东,陆家嘴,内环内,东安大楼,,,住宅,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11203,浦东,陆家嘴,内环内,明城花苑,,,住宅,200122,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11204,浦东,陆家嘴,内环内,汤臣一品,NULL,NULL,住宅,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11205,浦东,陆家嘴,内环内,福山路49弄,NULL,NULL,住宅,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
11206,浦东,陆家嘴,内环内,梅园新村,NULL,NULL,住宅,200120,NULL,2015/12/11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
