PropertyID,Area,Plate,Module,HousingName,Issue,Fromusername,PropertyType,Zipcode,Location,UpdateTime
11915,闵行,古美罗阳,中外环间,海上新村,,,住宅,201101,,2015-12-11 00:00:00.000
11916,闵行,古美罗阳,中外环间,东兰新村,,,住宅,201101,,2015-12-11 00:00:00.000
11917,闵行,古美罗阳,中外环间,同济华城,,,住宅,201102,,2015-12-11 00:00:00.000
11918,闵行,古美罗阳,中外环间,东苑佳佳花园,,,住宅,201199,,2015-12-11 00:00:00.000
11919,闵行,梅陇春申,外环以外,中城绿苑,,,住宅,201104,,2015-12-11 00:00:00.000
11920,闵行,梅陇春申,外环以外,万科假日风景,,,综合社区,201104,,2015-12-11 00:00:00.000
11921,闵行,梅陇春申,外环以外,绿地春申花园,,,综合社区,201104,,2015-12-11 00:00:00.000
11922,闵行,梅陇春申,外环以外,中油银都购物中心,,,综合社区,201108,,2015-12-11 00:00:00.000
11923,闵行,梅陇春申,外环以外,上海春城,,,综合社区,201104,,2015-12-11 00:00:00.000
11924,闵行,梅陇春申,外环以外,春申景城,一期|二期|三期,湖滨晨韵|湖畔林语|锦梅馨苑,住宅,201104,,2015-12-11 00:00:00.000
11925,闵行,梅陇春申,外环以外,春馨苑,,,住宅,201104,,2015-12-11 00:00:00.000
11926,闵行,梅陇春申,外环以外,虹桥汇秀苑,,,住宅,201108,,2015-12-11 00:00:00.000
11927,闵行,梅陇春申,外环以外,徐汇芳邻,,,住宅,200237,,2015-12-11 00:00:00.000
11928,闵行,梅陇春申,外环以外,都市宜家,,,综合社区,200237,,2015-12-11 00:00:00.000
11929,闵行,梅陇春申,外环以外,蔷薇八村,,,住宅,200237,,2015-12-11 00:00:00.000
11930,闵行,梅陇春申,外环以外,普乐三村,,,住宅,200237,,2015-12-11 00:00:00.000
11931,闵行,梅陇春申,外环以外,江南名邸,,,住宅,201104,,2015-12-11 00:00:00.000
11932,闵行,梅陇春申,外环以外,春申玫瑰苑,,,住宅,201104,,2015-12-11 00:00:00.000
11933,闵行,梅陇春申,外环以外,新申花城茉莉苑,,,住宅,201104,,2015-12-11 00:00:00.000
11934,闵行,梅陇春申,外环以外,水仙苑,一期|二期,新申花城水仙苑|康诗丹郡,综合社区,201104,,2015-12-11 00:00:00.000
11935,闵行,梅陇春申,外环以外,莲花新村,,,住宅,201104,,2015-12-11 00:00:00.000
11936,闵行,梅陇春申,外环以外,源梦苑,,,住宅,200237,,2015-12-11 00:00:00.000
11937,闵行,梅陇春申,外环以外,江南欣苑,,,住宅,200237,,2015-12-11 00:00:00.000
11938,闵行,梅陇春申,外环以外,蔷薇一、二、五村,,,综合社区,200237,,2015-12-11 00:00:00.000
11939,闵行,梅陇春申,外环以外,蔷薇七村,,,住宅,200237,,2015-12-11 00:00:00.000
11940,黄浦,打浦桥,内环以内,南园新村,,,住宅,200023,,2015-12-11 00:00:00.000
11941,黄浦,打浦桥,内环以内,中南大厦,,,写字楼,200023,,2015-12-11 00:00:00.000
11942,黄浦,打浦桥,内环以内,丽都大厦,,,写字楼,200023,,2015-12-11 00:00:00.000
11943,黄浦,打浦桥,内环以内,康瞿大楼,,,住宅,200023,,2015-12-11 00:00:00.000
11945,黄浦,打浦桥,内环以内,爱仕大厦,,,住宅,200023,,2015-12-11 00:00:00.000
11946,黄浦,打浦桥,内环以内,汇龙新城,,,住宅,200023,,2015-12-11 00:00:00.000
11947,黄浦,打浦桥,内环以内,永业公寓,,,住宅,200023,,2015-12-11 00:00:00.000
11948,黄浦,打浦桥,内环以内,百汇大厦,,,住宅,200023,,2015-12-11 00:00:00.000
11949,黄浦,打浦桥,内环以内,园景苑,,,住宅,200023,,2015-12-11 00:00:00.000
11950,黄浦,打浦桥,内环以内,复兴佳苑,,,住宅,200023,,2015-12-11 00:00:00.000
11951,黄浦,打浦桥,内环以内,郁金香花苑,,,住宅,200023,,2015-12-11 00:00:00.000
11952,黄浦,打浦桥,内环以内,丽园新村,,,住宅,200023,,2015-12-11 00:00:00.000
11953,黄浦,打浦桥,内环以内,莱兴公寓,,,住宅,200023,,2015-12-11 00:00:00.000
11954,黄浦,打浦桥,内环以内,明德坊,,,住宅,200023,,2015-12-11 00:00:00.000
11955,黄浦,打浦桥,内环以内,桃源兴城苑,,,住宅,200023,,2015-12-11 00:00:00.000
11957,黄浦,打浦桥,内环以内,蒙自大楼,,,住宅,200023,,2015-12-11 00:00:00.000
11958,黄浦,打浦桥,内环以内,华电公寓,,,住宅,200023,,2015-12-11 00:00:00.000
11959,黄浦,打浦桥,内环以内,仁德坊,,,住宅,200023,,2015-12-11 00:00:00.000
11960,黄浦,打浦桥,内环以内,祥安公寓,,,综合社区,200023,,2015-12-11 00:00:00.000
11961,黄浦,打浦桥,内环以内,大众汽车公寓,,,住宅,200023,,2015-12-11 00:00:00.000
11962,黄浦,打浦桥,内环以内,伊时代酒店式公寓,,,商住楼,200023,,2015-12-11 00:00:00.000
11963,黄浦,打浦桥,内环以内,步高苑,,,住宅,200020,,2015-12-11 00:00:00.000
11964,黄浦,打浦桥,内环以内,裕兴大厦,,,综合社区,200023,,2015-12-11 00:00:00.000
11965,黄浦,打浦桥,内环以内,瑞南新苑,,,住宅,200023,,2015-12-11 00:00:00.000
11966,黄浦,打浦桥,内环以内,汝南小区,,,住宅,200023,,2015-12-11 00:00:00.000
11967,黄浦,打浦桥,内环以内,华业公寓,,,住宅,200023,,2015-12-11 00:00:00.000
11969,黄浦,打浦桥,内环以内,德福苑,,,住宅,200023,,2015-12-11 00:00:00.000
11970,黄浦,打浦桥,内环以内,蒙自新村,,,住宅,200023,,2015-12-11 00:00:00.000
11971,黄浦,打浦桥,内环以内,鼎达公寓,,,住宅,200023,,2015-12-11 00:00:00.000
11972,黄浦,打浦桥,内环以内,紫荆新苑,,,住宅,200023,,2015-12-11 00:00:00.000
11973,黄浦,打浦桥,内环以内,鲁班公寓,,,住宅,200023,,2015-12-11 00:00:00.000
11974,黄浦,打浦桥,内环以内,卢湾城市花园,,,住宅,200023,,2015-12-11 00:00:00.000
11975,黄浦,打浦桥,内环以内,鲁班大楼,,,住宅,200023,,2015-12-11 00:00:00.000
11976,黄浦,打浦桥,内环以内,卢湾都市花园,,,住宅,200023,,2015-12-11 00:00:00.000
11977,黄浦,打浦桥,内环以内,海悦花园,,,住宅,200023,,2015-12-11 00:00:00.000
11978,黄浦,打浦桥,内环以内,银杏家园,,,住宅,200023,,2015-12-11 00:00:00.000
11979,黄浦,打浦桥,内环以内,大同花园,,,综合社区,200023,,2015-12-11 00:00:00.000
11980,黄浦,打浦桥,内环以内,卢湾滨江时代,,,住宅,200023,,2015-12-11 00:00:00.000
11981,黄浦,打浦桥,内环以内,东都公寓,,,住宅,200023,,2015-12-11 00:00:00.000
11982,黄浦,打浦桥,内环以内,顺风公寓,,,住宅,200023,,2015-12-11 00:00:00.000
11983,黄浦,打浦桥,内环以内,开城新苑,,,综合社区,200023,,2015-12-11 00:00:00.000
11984,黄浦,打浦桥,内环以内,丽园路514弄,,,住宅,200023,,2015-12-11 00:00:00.000
11985,黄浦,打浦桥,内环以内,城申公寓,,,住宅,200023,,2015-12-11 00:00:00.000
11986,黄浦,打浦桥,内环以内,运泰公寓,,,住宅,200023,,2015-12-11 00:00:00.000
11987,黄浦,打浦桥,内环以内,江南造船新苑,,,住宅,200023,,2015-12-11 00:00:00.000
11988,黄浦,打浦桥,内环以内,瞿溪路904弄,,,住宅,200023,,2015-12-11 00:00:00.000
11989,黄浦,打浦桥,内环以内,瞿溪坊,,,住宅,200023,,2015-12-11 00:00:00.000
11990,黄浦,打浦桥,内环以内,大众家园,,,住宅,200023,,2015-12-11 00:00:00.000
11991,黄浦,打浦桥,内环以内,瞿三小区,,,住宅,200023,,2015-12-11 00:00:00.000
11992,黄浦,打浦桥,内环以内,瞿西新村,,,住宅,200023,,2015-12-11 00:00:00.000
11993,黄浦,打浦桥,内环以内,复兴南苑,,,住宅,200023,,2015-12-11 00:00:00.000
11994,黄浦,打浦桥,内环以内,开源大厦,,,住宅,200023,,2015-12-11 00:00:00.000
11995,黄浦,打浦桥,内环以内,瞿中小区,,,住宅,200023,,2015-12-11 00:00:00.000
11996,黄浦,打浦桥,内环以内,南园小区,,,住宅,200023,,2015-12-11 00:00:00.000
11997,黄浦,打浦桥,内环以内,东怡花苑,,,住宅,200023,,2015-12-11 00:00:00.000
11998,黄浦,打浦桥,内环以内,局门路573弄,,,住宅,200023,,2015-12-11 00:00:00.000
11999,黄浦,打浦桥,内环以内,江南世纪新苑,,,住宅,200023,,2015-12-11 00:00:00.000
12000,黄浦,打浦桥,内环以内,中汇公寓,,,住宅,200023,,2015-12-11 00:00:00.000
12001,黄浦,打浦桥,内环以内,锦城公寓,,,综合社区,200023,,2015-12-11 00:00:00.000
12002,黄浦,打浦桥,内环以内,海丽花园,,,住宅,200023,,2015-12-11 00:00:00.000
12003,黄浦,打浦桥,内环以内,中辉新苑,,,住宅,200023,,2015-12-11 00:00:00.000
12004,黄浦,打浦桥,内环以内,北方大厦,,,综合社区,200023,,2015-12-11 00:00:00.000
12005,黄浦,打浦桥,内环以内,东晖花苑,,,住宅,200023,,2015-12-11 00:00:00.000
12006,黄浦,打浦桥,内环以内,海华花园,,,住宅,200023,,2015-12-11 00:00:00.000
12007,黄浦,打浦桥,内环以内,扬子江家园,,,住宅,200023,,2015-12-11 00:00:00.000
12008,黄浦,打浦桥,内环以内,绿洲仕格维花园,,,商住楼,200023,,2015-12-11 00:00:00.000
12009,黄浦,淮海中路,内环以内,锦麟天地雅苑,,,住宅,200020,,2015-12-11 00:00:00.000
12010,黄浦,淮海中路,内环以内,市中心的书房,,,写字楼,200020,,2015-12-11 00:00:00.000
12011,黄浦,淮海中路,内环以内,瑞金一路165弄,,,待定,200020,,2015-12-11 00:00:00.000
12012,黄浦,淮海中路,内环以内,华府天地,,,住宅,200020,,2015-12-11 00:00:00.000
12013,黄浦,淮海中路,内环以内,巨鹿路360弄,,,待定,200020,,2015-12-11 00:00:00.000
12014,黄浦,淮海中路,内环以内,石库门,,,商铺,200020,,2015-12-11 00:00:00.000
12015,黄浦,淮海中路,内环以内,巨鹿路17号,,,待定,200020,,2015-12-11 00:00:00.000
12017,黄浦,淮海中路,内环以内,富丽华大厦,,,商住楼,200020,,2015-12-11 00:00:00.000
12018,静安,南京西路,内环以内,爱俪轩,,,住宅,200040,,2015-12-11 00:00:00.000
12019,静安,南京西路,内环以内,美丽园公寓,,,住宅,200040,,2015-12-11 00:00:00.000
12020,静安,南京西路,内环以内,申乐大厦,,,商铺,200040,,2015-12-11 00:00:00.000
12021,静安,南京西路,内环以内,国际丽都公馆,,,写字楼,200040,,2015-12-11 00:00:00.000
12022,静安,南京西路,内环以内,延安中路740弄,,,待定,200041,,2015-12-11 00:00:00.000
12023,静安,南京西路,内环以内,四明村,,,住宅,200050,,2015-12-11 00:00:00.000
12024,静安,南京西路,内环以内,锦延大楼,,,综合社区,200050,,2015-12-11 00:00:00.000
12025,静安,南京西路,内环以内,延安西路421弄,,,住宅,200040,,2015-12-11 00:00:00.000
12026,静安,南京西路,内环以内,新福康里,,,住宅,200041,,2015-12-11 00:00:00.000
12027,静安,南京西路,内环以内,静安公寓,,,综合社区,200041,,2015-12-11 00:00:00.000
12028,静安,南京西路,内环以内,达安城,,,综合社区,200041,,2015-12-11 00:00:00.000
12029,静安,南京西路,内环以内,宝城公寓,,,住宅,200040,,2015-12-11 00:00:00.000
12030,静安,南京西路,内环以内,申银发展大厦,,,写字楼,200041,,2015-12-11 00:00:00.000
12031,静安,南京西路,内环以内,茂盛大厦,,,住宅,200003,,2015-12-11 00:00:00.000
12032,静安,南京西路,内环以内,睿园,,,住宅,200031,,2015-12-11 00:00:00.000
12033,静安,南京西路,内环以内,静庐懿德公寓,,,住宅,200040,,2015-12-11 00:00:00.000
12034,静安,南京西路,内环以内,世纪时空酒店公寓,,,商住楼,200040,,2015-12-11 00:00:00.000
12035,静安,南京西路,内环以内,乌鲁木齐北路100弄,,,住宅,200040,,2015-12-11 00:00:00.000
12036,静安,南京西路,内环以内,张家花园,,,住宅,200041,,2015-12-11 00:00:00.000
12037,静安,南京西路,内环以内,静安四季苑,,,住宅,200041,,2015-12-11 00:00:00.000
12038,静安,南京西路,内环以内,恒丰大楼,,,综合社区,200041,,2015-12-11 00:00:00.000
12039,静安,南京西路,内环以内,南阳大楼,,,住宅,200040,,2015-12-11 00:00:00.000
12040,静安,南京西路,内环以内,南证大厦,,,综合社区,200041,,2015-12-11 00:00:00.000
12041,静安,南京西路,内环以内,恒隆商城,,,待定,200040,,2015-12-11 00:00:00.000
12042,静安,南京西路,内环以内,南汇路22弄,,,待定,200041,,2015-12-11 00:00:00.000
12043,静安,南京西路,内环以内,经典茂名,,,住宅,200041,,2015-12-11 00:00:00.000
12044,静安,南京西路,内环以内,茂名公寓,,,住宅,200041,,2015-12-11 00:00:00.000
12045,静安,南京西路,内环以内,景华新村,,,综合社区,200040,,2015-12-11 00:00:00.000
12046,静安,南京西路,内环以内,四方新城,,,住宅,200040,,2015-12-11 00:00:00.000
12047,静安,南京西路,内环以内,香樟花园,,,住宅,200041,,2015-12-11 00:00:00.000
12048,静安,南京西路,内环以内,长华小区,,,住宅,200040,,2015-12-11 00:00:00.000
12049,静安,南京西路,内环以内,华山小区,,,住宅,200040,,2015-12-11 00:00:00.000
12050,静安,南京西路,内环以内,华山路734号,,,待定,200040,,2015-12-11 00:00:00.000
12051,静安,南京西路,内环以内,海关二村,,,住宅,200040,,2015-12-11 00:00:00.000
12052,静安,南京西路,内环以内,巨富大厦,,,写字楼,200040,,2015-12-11 00:00:00.000
12053,静安,南京西路,内环以内,富民路210弄,,,待定,200040,,2015-12-11 00:00:00.000
12054,静安,南京西路,内环以内,富民路164弄,,,待定,200040,,2015-12-11 00:00:00.000
12055,静安,南京西路,内环以内,富民新村,,,住宅,200040,,2015-12-11 00:00:00.000
12056,静安,南京西路,内环以内,奉贤路219弄,,,待定,200041,,2015-12-11 00:00:00.000
12057,静安,南京西路,内环以内,凤阳路688弄,,,待定,200041,,2015-12-11 00:00:00.000
12058,静安,南京西路,内环以内,静安华庭,,上海壹街区,住宅,200041,,2015-12-11 00:00:00.000
12059,静安,南京西路,内环以内,中凯城市之光,,,住宅,200041,,2015-12-11 00:00:00.000
12060,静安,南京西路,内环以内,光明小区,,,住宅,200041,,2015-12-11 00:00:00.000
12061,静安,南京西路,内环以内,长乐路930弄,,,住宅,200040,,2015-12-11 00:00:00.000
12062,静安,南京西路,内环以内,皇家公寓,,,住宅,200040,,2015-12-11 00:00:00.000
12063,静安,南京西路,内环以内,长乐路1222,,,待定,200040,,2015-12-11 00:00:00.000
12064,静安,南京西路,内环以内,中建嘉发大厦,,,商住楼,200041,,2015-12-11 00:00:00.000
12065,静安,南京西路,内环以内,申田大厦,,,住宅,200040,,2015-12-11 00:00:00.000
12066,静安,南京西路,内环以内,京安大楼,,,住宅,200040,,2015-12-11 00:00:00.000
12067,静安,南京西路,内环以内,文德坊,,,住宅,200040,,2015-12-11 00:00:00.000
12068,静安,曹家渡,内环以内,美联大厦,,,住宅,200042,,2015-12-11 00:00:00.000
12069,静安,曹家渡,内环以内,姚西小区,,,住宅,200042,,2015-12-11 00:00:00.000
12070,静安,曹家渡,内环以内,新都城公寓,,,住宅,200042,,2015-12-11 00:00:00.000
12071,静安,曹家渡,内环以内,晋元里,,,综合社区,200042,,2015-12-11 00:00:00.000
12072,静安,曹家渡,内环以内,森凯苑,,,住宅,200042,,2015-12-11 00:00:00.000
12073,静安,曹家渡,内环以内,新平公寓,,,综合社区,200042,,2015-12-11 00:00:00.000
12074,静安,曹家渡,内环以内,延平大厦,,,住宅,200042,,2015-12-11 00:00:00.000
12075,静安,曹家渡,内环以内,延平路345弄,,,住宅,200042,,2015-12-11 00:00:00.000
12076,静安,曹家渡,内环以内,锦安公寓,,,住宅,200042,,2015-12-11 00:00:00.000
12077,静安,曹家渡,内环以内,益民公寓,,,住宅,200042,,2015-12-11 00:00:00.000
12078,静安,曹家渡,内环以内,延平路200弄,,,住宅,200042,,2015-12-11 00:00:00.000
12079,静安,曹家渡,内环以内,三和花园,,,综合社区,200042,,2015-12-11 00:00:00.000
12080,静安,曹家渡,内环以内,云和花园,,,住宅,200042,,2015-12-11 00:00:00.000
12081,静安,曹家渡,内环以内,沪中新苑,,,综合社区,200042,,2015-12-11 00:00:00.000
12082,静安,曹家渡,内环以内,申达大厦,,,住宅,200042,,2015-12-11 00:00:00.000
12083,静安,曹家渡,内环以内,怡乐花园,,,住宅,200042,,2015-12-11 00:00:00.000
12084,静安,曹家渡,内环以内,联业公寓,,,住宅,200042,,2015-12-11 00:00:00.000
12085,静安,曹家渡,内环以内,武定西路1474弄,,,住宅,200042,,2015-12-11 00:00:00.000
12086,静安,曹家渡,内环以内,静安雅筑,,,住宅,200042,,2015-12-11 00:00:00.000
12087,静安,曹家渡,内环以内,静安城,,鑫阳公寓，华安公寓,综合社区,200042,,2015-12-11 00:00:00.000
12088,静安,曹家渡,内环以内,瑞丽公寓,,,综合社区,200042,,2015-12-11 00:00:00.000
12089,静安,曹家渡,内环以内,鑫和大厦,,静安新邸,综合社区,200042,,2015-12-11 00:00:00.000
12090,静安,曹家渡,内环以内,瀚林府邸,,,住宅,200042,,2015-12-11 00:00:00.000
12091,静安,曹家渡,内环以内,怡甸公寓,,,住宅,200040,,2015-12-11 00:00:00.000
12092,静安,曹家渡,内环以内,静安丽舍,,,住宅,200042,,2015-12-11 00:00:00.000
12093,静安,曹家渡,内环以内,鑫康苑,,,综合社区,200042,,2015-12-11 00:00:00.000
12094,静安,曹家渡,内环以内,万航公寓,,,住宅,200042,,2015-12-11 00:00:00.000
12095,静安,曹家渡,内环以内,静安桂花园,,,住宅,200042,,2015-12-11 00:00:00.000
12096,静安,曹家渡,内环以内,中行小区,,,综合社区,200042,,2015-12-11 00:00:00.000
12097,静安,曹家渡,内环以内,静安阳光华庭,,,综合社区,200042,,2015-12-11 00:00:00.000
12098,静安,曹家渡,内环以内,天合大厦,,,住宅,200042,,2015-12-11 00:00:00.000
12099,静安,曹家渡,内环以内,康定路710弄,,,住宅,200040,,2015-12-11 00:00:00.000
12100,静安,曹家渡,内环以内,三鑫花苑,,,住宅,200042,,2015-12-11 00:00:00.000
12101,静安,曹家渡,内环以内,海森国际大厦,,,写字楼,200042,,2015-12-11 00:00:00.000
12102,静安,曹家渡,内环以内,静鼎安邦府邸,,,综合社区,200042,,2015-12-11 00:00:00.000
12103,静安,曹家渡,内环以内,康定汽车公寓,,,住宅,200042,,2015-12-11 00:00:00.000
12104,静安,曹家渡,内环以内,同济佳苑,,,商住楼,200042,,2015-12-11 00:00:00.000
12105,静安,曹家渡,内环以内,达安花园,,,住宅,200042,,2015-12-11 00:00:00.000
12106,静安,曹家渡,内环以内,静安风华苑,,,住宅,200042,,2015-12-11 00:00:00.000
12107,静安,曹家渡,内环以内,长丰公寓,,,住宅,200042,,2015-12-11 00:00:00.000
12108,静安,曹家渡,内环以内,恒森广场,,,住宅,200042,,2015-12-11 00:00:00.000
12109,静安,曹家渡,内环以内,静安凤凰苑,,,住宅,200040,,2015-12-11 00:00:00.000
12110,静安,曹家渡,内环以内,宏安家园,,,住宅,200042,,2015-12-11 00:00:00.000
12111,静安,曹家渡,内环以内,静安康寓,,,住宅,200042,,2015-12-11 00:00:00.000
12112,静安,曹家渡,内环以内,华防小区,,,住宅,200042,,2015-12-11 00:00:00.000
12113,静安,曹家渡,内环以内,安远路893弄,,,待定,200042,,2015-12-11 00:00:00.000
12114,静安,曹家渡,内环以内,华纺小区,,,住宅,200042,,2015-12-11 00:00:00.000
12115,静安,曹家渡,内环以内,静安阳光名都,,,综合社区,200042,,2015-12-11 00:00:00.000
12116,静安,曹家渡,内环以内,静安恬园,,,住宅,200042,,2015-12-11 00:00:00.000
12117,静安,曹家渡,内环以内,四季公寓,,,住宅,200042,,2015-12-11 00:00:00.000
12118,静安,曹家渡,内环以内,梅山大楼,,,住宅,200040,,2015-12-11 00:00:00.000
12119,静安,江宁路,内环以内,远中风华园,,,住宅,200041,,2015-12-11 00:00:00.000
12120,静安,江宁路,内环以内,静安河滨花园,,,住宅,200041,,2015-12-11 00:00:00.000
12121,静安,江宁路,内环以内,天鼎大厦,,,综合社区,200041,,2015-12-11 00:00:00.000
12122,静安,江宁路,内环以内,康海大楼,,,住宅,200040,,2015-12-11 00:00:00.000
12123,静安,江宁路,内环以内,静安鼎鑫佳园,,,综合社区,200040,,2015-12-11 00:00:00.000
12124,静安,江宁路,内环以内,静安行家,,,住宅,200040,,2015-12-11 00:00:00.000
12125,静安,江宁路,内环以内,华通大厦,,,住宅,200040,,2015-12-11 00:00:00.000
12126,静安,江宁路,内环以内,西康路545弄,,,待定,200040,,2015-12-11 00:00:00.000
12127,静安,江宁路,内环以内,康定大厦,,,住宅,200040,,2015-12-11 00:00:00.000
12128,静安,江宁路,内环以内,西康路370弄,,,综合社区,200040,,2015-12-11 00:00:00.000
12129,静安,江宁路,内环以内,曼克顿豪庭,,,综合社区,200040,,2015-12-11 00:00:00.000
12130,静安,江宁路,内环以内,澳门大厦,,,商住楼,200060,,2015-12-11 00:00:00.000
12131,静安,江宁路,内环以内,静安豪景苑,一期|二期,,综合社区,200040,,2015-12-11 00:00:00.000
12132,静安,江宁路,内环以内,武定坊,,,综合社区,200040,,2015-12-11 00:00:00.000
12133,静安,江宁路,内环以内,南草坪花园,,,住宅,200041,,2015-12-11 00:00:00.000
12134,静安,江宁路,内环以内,静安苏堤,,,住宅,200040,,2015-12-11 00:00:00.000
12135,静安,江宁路,内环以内,陕西北路721弄,,,住宅,200040,,2015-12-11 00:00:00.000
12136,静安,江宁路,内环以内,众乐小区,,,住宅,200040,,2015-12-11 00:00:00.000
12137,静安,江宁路,内环以内,静安晶华园,,,住宅,200040,,2015-12-11 00:00:00.000
12138,静安,江宁路,内环以内,富容大厦,,,商住楼,200041,,2015-12-11 00:00:00.000
12139,静安,江宁路,内环以内,天香公寓,,,综合社区,200041,,2015-12-11 00:00:00.000
12140,静安,江宁路,内环以内,静安新格,,,住宅,200041,,2015-12-11 00:00:00.000
12141,静安,江宁路,内环以内,康宁雅庭,,,住宅,200041,,2015-12-11 00:00:00.000
12142,静安,江宁路,内环以内,和一大厦,,,住宅,200041,,2015-12-11 00:00:00.000
12143,静安,江宁路,内环以内,达安大厦,,,商住楼,200041,,2015-12-11 00:00:00.000
12144,静安,江宁路,内环以内,静安紫苑,,,商住楼,200041,,2015-12-11 00:00:00.000
12145,静安,江宁路,内环以内,淮安路826弄,,,住宅,200041,,2015-12-11 00:00:00.000
12146,静安,江宁路,内环以内,三乐新村,,,住宅,200041,,2015-12-11 00:00:00.000
12147,静安,江宁路,内环以内,海防村,,,综合社区,200040,,2015-12-11 00:00:00.000
12148,静安,江宁路,内环以内,大闻丽都苑,,,住宅,200040,,2015-12-11 00:00:00.000
12149,静安,江宁路,内环以内,福安大厦,,,住宅,200041,,2015-12-11 00:00:00.000
12150,静安,江宁路,内环以内,德安大厦,,,综合社区,200040,,2015-12-11 00:00:00.000
12151,静安,江宁路,内环以内,又一村,,,综合社区,200040,,2015-12-11 00:00:00.000
12152,静安,江宁路,内环以内,常德路519弄,,,住宅,200040,,2015-12-11 00:00:00.000
12153,静安,江宁路,内环以内,静安枫景,,,住宅,200040,,2015-12-11 00:00:00.000
12154,静安,江宁路,内环以内,静安诺丁汉,,,待定,200040,,2015-12-11 00:00:00.000
12155,静安,江宁路,内环以内,丽致公寓,,,住宅,200040,,2015-12-11 00:00:00.000
12156,静安,江宁路,内环以内,东安公寓,,,住宅,200040,,2015-12-11 00:00:00.000
12157,静安,江宁路,内环以内,金昌大厦,,,综合社区,200040,,2015-12-11 00:00:00.000
12158,静安,江宁路,内环以内,东海园,,,住宅,200040,,2015-12-11 00:00:00.000
12159,静安,江宁路,内环以内,平安大厦,,,住宅,200040,,2015-12-11 00:00:00.000
12160,静安,江宁路,内环以内,贤居天下苑,,,住宅,200040,,2015-12-11 00:00:00.000
12161,静安,江宁路,内环以内,静安静邸,,,住宅,200040,,2015-12-11 00:00:00.000
12162,静安,江宁路,内环以内,良清公寓,,,综合社区,200040,,2015-12-11 00:00:00.000
12163,静安,江宁路,内环以内,三乐小区,,,住宅,200041,,2015-12-11 00:00:00.000
12164,静安,江宁路,内环以内,安西小区,,,住宅,200040,,2015-12-11 00:00:00.000
12165,静安,江宁路,内环以内,九龙花苑,,,住宅,200040,,2015-12-11 00:00:00.000
12166,金山,朱泾,外环以外,弘泽阳光园,,,住宅,201599,,2015-12-11 00:00:00.000
12167,金山,朱泾,外环以外,红菱苑,,,住宅,201599,,2015-12-11 00:00:00.000
12168,金山,朱泾,外环以外,金玉良苑,,,住宅,201599,,2015-12-11 00:00:00.000
12169,金山,朱泾,外环以外,汇佳新苑,,,住宅,201599,,2015-12-11 00:00:00.000
12170,金山,朱泾,外环以外,森海豪庭,,,住宅,201599,,2015-12-11 00:00:00.000
12171,金山,朱泾,外环以外,华光紫荆苑,,,住宅,201599,,2015-12-11 00:00:00.000
12172,金山,朱泾,外环以外,弘泽阳光苑,,,商铺,200011,,2015-12-11 00:00:00.000
12173,金山,朱泾,外环以外,广鑫苑,,,住宅,201599,,2015-12-11 00:00:00.000
12174,金山,石化,外环以外,金浦苑,,,住宅,200540,,2015-12-11 00:00:00.000
12175,金山,石化,外环以外,金天地,,,住宅,201511,,2015-12-11 00:00:00.000
12176,金山,石化,外环以外,金山豪庭,,,商住楼,201508,,2015-12-11 00:00:00.000
12177,金山,石化,外环以外,书香门第,,,住宅,200540,,2015-12-11 00:00:00.000
12178,金山,金山新城,外环以外,碧海云居,,,住宅,201511,,2015-12-11 00:00:00.000
12179,金山,石化,外环以外,三岛龙州苑,,,住宅,200540,,2015-12-11 00:00:00.000
12180,金山,石化,外环以外,棕榈湾花园,一期|二期|三期|四期,|||,住宅,200540,,2015-12-11 00:00:00.000
12181,金山,石化,外环以外,海上明珠园,,,住宅,200540,,2015-12-11 00:00:00.000
12182,金山,金山中部,外环以外,吕巷镇璜溪东街8弄1-3号,,,待定,201599,,2015-12-11 00:00:00.000
12183,金山,金山中部,外环以外,汇丰馨苑,,,综合社区,201518,,2015-12-11 00:00:00.000
12184,青浦,朱家角,外环以外,珠溪新苑,,,住宅,201713,,2015-12-11 00:00:00.000
12185,嘉定,南翔,外环以外,金地格林春晓,,,综合社区,201802,,2016-12-28 16:27:00.000
12186,嘉定,江桥,外环以外,曹江公寓,,,住宅,201803,,2015-12-11 00:00:00.000
12187,嘉定,江桥,外环以外,锦华茗园,一期|二期|三期,||馥邸,住宅,201803,,2015-12-11 00:00:00.000
12188,嘉定,江桥,外环以外,城市岸泊,,,住宅,201812,,2015-12-11 00:00:00.000
12189,嘉定,江桥,外环以外,丰盛雅苑,,,综合社区,201803,,2015-12-11 00:00:00.000
12190,嘉定,江桥,外环以外,嘉城,,,综合社区,201803,,2015-12-11 00:00:00.000
12191,嘉定,江桥,外环以外,华轩大厦,,,写字楼,201824,,2015-12-11 00:00:00.000
12192,嘉定,江桥,外环以外,皇府别墅,,,别墅,201812,,2015-12-11 00:00:00.000
12193,嘉定,嘉定主城区,外环以外,叶城五街坊,,,住宅,201821,,2015-12-11 00:00:00.000
12194,嘉定,嘉定主城区,外环以外,清水颐园,一期|二期|三期,|水岸雅筑|水岸上品,住宅,201821,,2015-12-11 00:00:00.000
12195,嘉定,嘉定主城区,外环以外,新城枫景,,,综合社区,201899,,2015-12-11 00:00:00.000
12196,嘉定,嘉定主城区,外环以外,爱里舍花园,,,住宅,201822,,2015-12-11 00:00:00.000
